Original gene set ID	Original gene set description	Nominal P value	False discovery rate	qvalue	Test statistic	Adjusted test statistic	Reconstituted gene set Z score gene 1	Reconstituted gene set Z score gene 2	Reconstituted gene set Z score gene 3	Reconstituted gene set Z score gene 4	Reconstituted gene set Z score gene 5	Reconstituted gene set Z score gene 6	Reconstituted gene set Z score gene 7	Reconstituted gene set Z score gene 8	Reconstituted gene set Z score gene 9	Reconstituted gene set Z score gene 10
REACTOME_GPVI:MEDIATED_ACTIVATION_CASCADE	REACTOME_GPVI:MEDIATED_ACTIVATION_CASCADE	0.4208	>=0.20	1	-0.67	0.2	INPP5B (4.08*,57.0)	PIP4K2A (3.21*,159.0)	KIAA0922 (2.362*,410.0)	DPEP1 (2.125*,561.0)	SERPINF1 (1.896,778.0)	ADAMTS17 (1.796,888.0)	ELN (1.666,1066.0)	TNRC6A (1.623,1139.0)	GRAMD2 (1.373,1629.0)	STC2 (1.371,1635.0)
GO:0007440	foregut morphogenesis	0.4209	>=0.20	1	2.689	0.2	ZNF568 (3.416*,63.0)	IHH (2.855*,165.0)	CNOT4 (2.45*,306.0)	MEI1 (2.335*,357.0)	AAGAB (2.19*,456.0)	ARMC5 (1.874,808.0)	PDE5A (1.855,834.0)	FGFR4 (1.798,921.0)	GSDMC (1.478,1519.0)	TTC28 (1.447,1595.0)
GO:0060765	regulation of androgen receptor signaling pathway	0.4211	>=0.20	1	1.031	0.199	ARMC5 (3.296*,65.0)	CRIP3 (2.302*,411.0)	CCDC8 (2.2*,486.0)	HSD11B2 (1.945,719.0)	DENND2A (1.818,894.0)	TNRC6A (1.772,983.0)	FGFR4 (1.669,1142.0)	IHH (1.65,1181.0)	CECR5 (1.585,1298.0)	CRISPLD2 (1.447,1594.0)
ENSG00000115694	STK25 PPI subnetwork	0.4213	>=0.20	1	-11.826	0.199	IFT88 (1.729,935.0)	ZC3HC1 (1.675,1040.0)	TAF2 (1.665,1063.0)	EPS15 (1.633,1116.0)	KLHL28 (1.556,1280.0)	CBLC (1.502,1415.0)	CRIP3 (1.476,1473.0)	NTAN1 (1.402,1665.0)	POLB (1.377,1736.0)	ADAMTS3 (1.274,2081.0)
ENSG00000052723	SIKE1 PPI subnetwork	0.4214	>=0.20	1	-11.037	0.198	ADAMTS3 (1.561,1287.0)	CBLC (1.472,1479.0)	KLHL28 (1.47,1484.0)	KIAA0922 (1.406,1650.0)	EPS15 (1.298,1964.0)	CRIP3 (1.285,1995.0)	IP6K3 (1.198,2249.0)	FIBIN (1.195,2264.0)	CNOT4 (1.163,2376.0)	ZC3HC1 (1.158,2400.0)
GO:0050684	regulation of mRNA processing	0.4218	>=0.20	1	-7.358	0.197	MCL1 (2.433*,361.0)	TAF2 (2.052*,647.0)	DUSP1 (1.89,831.0)	CNOT4 (1.882,843.0)	SCMH1 (1.635,1201.0)	THUMPD1 (1.56,1321.0)	TNRC6A (1.506,1432.0)	IQCC (1.432,1605.0)	ECE2 (1.387,1693.0)	GRAMD2 (1.25,2014.0)
MP:0003729	abnormal photoreceptor outer segment morphology	0.4219	>=0.20	1	6.351	0.197	SLC24A1 (10.09*,24.0)	KCNJ13 (2.685*,223.0)	WDR78 (2.027*,392.0)	IFT88 (1.701,647.0)	ADAMTS3 (1.521,838.0)	PTPN13 (1.167,1486.0)	GMPR2 (1.155,1526.0)	TTC28 (1.145,1563.0)	FEZ2 (1.139,1572.0)	FAM83E (1.12,1623.0)
ENSG00000167136	ENDOG PPI subnetwork	0.4219	>=0.20	1	-0.766	0.197	HIST1H1T (9.423*,33.0)	HIST1H1A (3.068*,77.0)	SUSD5 (1.882,420.0)	KIAA1586 (1.43,1013.0)	DENND2A (1.389,1112.0)	FAM198A (1.317,1266.0)	HHAT (1.18,1647.0)	ADAMTS5 (1.142,1769.0)	MCL1 (1.14,1776.0)	NPR3 (1.105,1886.0)
ENSG00000156374	PCGF6 PPI subnetwork	0.422	>=0.20	1	-8.655	0.197	ZFAT (2.18*,548.0)	SCMH1 (2.124*,621.0)	N4BP2 (2.099*,645.0)	INPP5B (1.921,848.0)	TNRC6A (1.734,1085.0)	CHSY1 (1.723,1101.0)	SETD2 (1.614,1268.0)	KIAA1586 (1.57,1363.0)	UTS2 (1.406,1716.0)	RHOBTB3 (1.36,1824.0)
MP:0001700	abnormal embryo turning	0.4221	>=0.20	1	-2.37	0.197	PTPN13 (2.649*,145.0)	FBN2 (2.603*,155.0)	NSD1 (2.499*,198.0)	ROR2 (2.058*,485.0)	DENND2A (1.769,866.0)	DLG5 (1.734,934.0)	CCDC8 (1.672,1024.0)	XPC (1.639,1088.0)	ECE2 (1.597,1163.0)	TSEN15 (1.589,1178.0)
REACTOME_GAP_JUNCTION_DEGRADATION	REACTOME_GAP_JUNCTION_DEGRADATION	0.4223	>=0.20	1	6.391	0.196	ZFAT (2.844*,95.0)	DOPEY1 (2.347*,284.0)	FEZ2 (2.198*,389.0)	DLG5 (1.932,627.0)	GRAMD2 (1.87,708.0)	FBN2 (1.849,733.0)	PTH1R (1.814,772.0)	NTAN1 (1.782,823.0)	PIP4K2A (1.663,1042.0)	LOXL4 (1.654,1056.0)
GO:0051923	sulfation	0.4226	>=0.20	1	3.782	0.195	GSDMC (3.549*,58.0)	FAM83E (2.586*,279.0)	ZNF568 (2.497*,327.0)	ARRDC2 (2.341*,426.0)	CD163L1 (1.884,849.0)	FGFR4 (1.711,1093.0)	FEZ2 (1.49,1569.0)	KCNJ13 (1.444,1655.0)	TTC28 (1.266,2082.0)	NTAN1 (1.191,2307.0)
GO:0030916	otic vesicle formation	0.4229	>=0.20	1	1.622	0.195	IQCC (2.112*,624.0)	IFT88 (1.487,1483.0)	WDR78 (1.444,1572.0)	HHAT (1.38,1729.0)	TSPAN31 (1.368,1759.0)	ROR2 (1.349,1796.0)	USP44 (1.269,2006.0)	DOPEY1 (1.258,2029.0)	ADAMTS6 (1.226,2111.0)	CD163L1 (1.194,2203.0)
ENSG00000185619	PCGF3 PPI subnetwork	0.4229	>=0.20	1	-9.578	0.194	ZFAT (2.237*,513.0)	N4BP2 (1.868,872.0)	TSEN15 (1.818,938.0)	SCMH1 (1.732,1075.0)	SETD2 (1.691,1144.0)	KIAA1586 (1.626,1273.0)	SNAI1 (1.602,1317.0)	WDR76 (1.555,1401.0)	UTS2 (1.552,1407.0)	EPS15 (1.543,1427.0)
MP:0000296	absent trabeculae carneae	0.423	>=0.20	1	10.435	0.194	DCBLD2 (3.322*,86.0)	CD163L1 (2.432*,322.0)	CCDC8 (2.391*,342.0)	ADAMTS6 (2.279*,399.0)	TNRC6A (2.258*,415.0)	HSD11B2 (2.201*,452.0)	PTPN13 (2.115*,524.0)	FBN2 (2.019*,620.0)	WWC2 (1.898,747.0)	PAM (1.699,1027.0)
ENSG00000070756	PABPC1 PPI subnetwork	0.4231	>=0.20	1	4.883	0.194	IKBKAP (3.003*,338.0)	THUMPD1 (2.565*,534.0)	TAF2 (2.559*,540.0)	DNMT1 (2.406*,638.0)	ANAPC4 (1.982,923.0)	SETD2 (1.913,998.0)	MRPL23 (1.712,1222.0)	MCL1 (1.654,1291.0)	BAG3 (1.32,1782.0)	TTC28 (1.106,2215.0)
GO:0051926	negative regulation of calcium ion transport	0.4232	>=0.20	1	-4.276	0.194	ZNF568 (3.447*,45.0)	KLHL28 (2.13*,518.0)	UTS2 (2.014*,615.0)	MARCH3 (1.779,899.0)	ADAMTS17 (1.772,912.0)	ADAMTS6 (1.722,1001.0)	NTAN1 (1.707,1031.0)	TSEN15 (1.702,1039.0)	IP6K3 (1.611,1198.0)	SLC8A3 (1.505,1421.0)
ENSG00000183117	CSMD1 PPI subnetwork	0.4232	>=0.20	1	20.129	0.194	CHSY1 (3.431*,33.0)	ZBTB7B (2.604*,199.0)	TNRC6A (2.551*,216.0)	SETD2 (2.386*,307.0)	CNOT4 (2.096*,524.0)	MEGF8 (1.82,887.0)	POLB (1.674,1133.0)	SUSD5 (1.518,1457.0)	MMP14 (1.476,1542.0)	TTC28 (1.46,1588.0)
ENSG00000120129	DUSP1 PPI subnetwork	0.4233	>=0.20	1	-4.523	0.193	ECE2 (2.498*,222.0)	NTAN1 (2.149*,442.0)	CECR5 (2.034*,527.0)	AAGAB (2.015*,549.0)	ROR2 (1.962,597.0)	FAM83E (1.892,674.0)	TSEN15 (1.871,706.0)	PDE5A (1.68,1020.0)	PHKB (1.593,1177.0)	CBLC (1.548,1285.0)
GO:0050000	chromosome localization	0.4235	>=0.20	1	2.384	0.193	TSEN15 (2.836*,235.0)	IFT88 (2.622*,329.0)	ZFAT (2.206*,575.0)	CRIP3 (2.029*,752.0)	NSD1 (1.892,936.0)	SRBD1 (1.88,954.0)	ZC3HC1 (1.435,1660.0)	MATN3 (1.162,2307.0)	PRIM1 (1.15,2346.0)	SCMH1 (1.111,2468.0)
GO:0051303	establishment of chromosome localization	0.4235	>=0.20	1	2.384	0.193	TSEN15 (2.836*,235.0)	IFT88 (2.622*,329.0)	ZFAT (2.206*,575.0)	CRIP3 (2.029*,752.0)	NSD1 (1.892,936.0)	SRBD1 (1.88,954.0)	ZC3HC1 (1.435,1660.0)	MATN3 (1.162,2307.0)	PRIM1 (1.15,2346.0)	SCMH1 (1.111,2468.0)
GO:0005544	calcium-dependent phospholipid binding	0.4236	>=0.20	1	3.468	0.193	ACSL5 (3.007*,148.0)	TIAM2 (2.778*,189.0)	UTS2 (2.566*,261.0)	MTMR11 (2.311*,366.0)	TSEN15 (2.289*,376.0)	PAM (1.709,944.0)	BAG3 (1.582,1178.0)	USP35 (1.565,1214.0)	LATS2 (1.503,1338.0)	LAMB2 (1.487,1377.0)
GO:0008210	estrogen metabolic process	0.4237	>=0.20	1	-0.33	0.192	DLG5 (2.918*,169.0)	ZNF568 (2.412*,351.0)	CECR5 (2.215*,491.0)	HIST1H1A (2.045*,638.0)	CRIP3 (1.796,920.0)	CBLC (1.681,1102.0)	SFRP4 (1.643,1171.0)	ADAMTS17 (1.443,1569.0)	ADAMTS5 (1.408,1660.0)	TSPAN31 (1.368,1748.0)
MP:0001510	abnormal coat appearance	0.4238	>=0.20	1	7.082	0.192	CBLC (3.337*,146.0)	DPEP1 (2.467*,342.0)	GLT8D2 (2.189*,486.0)	TSPAN31 (2.077*,559.0)	CYP1B1 (1.863,773.0)	CRISPLD2 (1.621,1096.0)	STC2 (1.562,1195.0)	SLC39A8 (1.558,1205.0)	ADAMTS17 (1.513,1295.0)	PTPN13 (1.503,1315.0)
MP:0001685	abnormal endoderm development	0.424	>=0.20	1	7.762	0.192	PTPN13 (2.633*,194.0)	IHH (2.607*,201.0)	ROR2 (2.42*,272.0)	USP44 (2.198*,409.0)	WWC2 (2.017*,555.0)	TTC28 (1.971,603.0)	FBN2 (1.969,608.0)	DCBLD2 (1.893,694.0)	SETD2 (1.847,752.0)	PTCH1 (1.758,896.0)
ENSG00000159251	ACTC1 PPI subnetwork	0.4241	>=0.20	1	10.813	0.191	BAG3 (3.222*,131.0)	FIBIN (2.688*,235.0)	TTN (2.524*,317.0)	TIAM2 (2.158*,537.0)	IP6K3 (1.966,704.0)	PDE5A (1.771,892.0)	FEZ2 (1.586,1188.0)	LAMB2 (1.522,1305.0)	DUSP1 (1.489,1373.0)	WWC2 (1.471,1412.0)
ENSG00000175792	RUVBL1 PPI subnetwork	0.4242	>=0.20	1	-3.373	0.191	HIST1H1T (5.0*,42.0)	SETD2 (2.491*,290.0)	THUMPD1 (2.405*,341.0)	ZC3HC1 (2.36*,365.0)	CNOT4 (2.071*,605.0)	IKBKAP (1.878,846.0)	DNMT1 (1.866,865.0)	TAF2 (1.814,927.0)	HIST1H1A (1.581,1295.0)	PRIM1 (1.371,1763.0)
MP:0003806	abnormal nucleotide metabolism	0.4245	>=0.20	1	2.748	0.19	PHKB (2.324*,324.0)	SNAI1 (2.204*,394.0)	MRPL23 (1.627,1084.0)	AAGAB (1.564,1221.0)	NTAN1 (1.537,1267.0)	GRAMD2 (1.473,1396.0)	HHAT (1.468,1402.0)	ARRDC2 (1.415,1538.0)	SRBD1 (1.407,1557.0)	SUSD5 (1.356,1716.0)
ENSG00000152234	ATP5A1 PPI subnetwork	0.4245	>=0.20	1	-7.633	0.19	BAG3 (1.847,869.0)	NTAN1 (1.732,1024.0)	TTN (1.668,1109.0)	HIST1H1T (1.63,1166.0)	TNRC6A (1.585,1234.0)	ACSL5 (1.326,1733.0)	NPR3 (1.27,1861.0)	GLT8D2 (1.229,1962.0)	MRPL23 (1.222,1975.0)	PHKB (1.219,1990.0)
MP:0002123	abnormal hematopoiesis	0.4246	>=0.20	1	7.325	0.19	PIP4K2A (2.631*,242.0)	SLC39A8 (2.056*,591.0)	CHSY1 (1.971,686.0)	MARCH3 (1.8,892.0)	NPR3 (1.625,1192.0)	PRIM1 (1.614,1210.0)	DNMT1 (1.52,1396.0)	LATS2 (1.502,1433.0)	EPS15 (1.356,1803.0)	ARMC5 (1.239,2127.0)
GO:0022600	digestive system process	0.4247	>=0.20	1	5.483	0.19	FAM83E (3.281*,199.0)	DPEP1 (3.03*,245.0)	IHH (2.397*,478.0)	KCNJ13 (2.189*,591.0)	SERPINA1 (2.158*,616.0)	CBLC (2.069*,685.0)	MEI1 (1.822,893.0)	HHAT (1.468,1392.0)	LOXL4 (1.46,1404.0)	FGFR4 (1.359,1615.0)
ENSG00000164164	OTUD4 PPI subnetwork	0.425	>=0.20	1	5.526	0.189	COG4 (2.821*,134.0)	WWC2 (2.797*,141.0)	POLB (2.581*,194.0)	KLHL28 (2.081*,500.0)	GMPR2 (1.96,641.0)	FGFR4 (1.956,645.0)	SRBD1 (1.824,787.0)	SLC35E3 (1.547,1288.0)	ANAPC4 (1.534,1303.0)	EMC4 (1.472,1465.0)
REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT	REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT	0.4252	>=0.20	1	-16.619	0.189	MRPL23 (3.872*,33.0)	FEZ2 (2.992*,166.0)	POLB (2.66*,285.0)	NTAN1 (2.083*,652.0)	GAB1 (1.437,1584.0)	XPC (1.373,1734.0)	PHKB (1.355,1767.0)	COG4 (1.344,1791.0)	AAGAB (1.135,2400.0)	CD163L1 (1.038,2739.0)
ENSG00000188223	LIN37 PPI subnetwork	0.4253	>=0.20	1	-3.266	0.188	WDR76 (3.454*,38.0)	EMC4 (2.289*,419.0)	TTN (2.131*,558.0)	PHKB (1.81,924.0)	TSEN15 (1.776,971.0)	NTAN1 (1.775,972.0)	PRIM1 (1.6,1271.0)	TAF2 (1.56,1350.0)	N4BP2 (1.423,1621.0)	GAB1 (1.287,1983.0)
REACTOME_DESTABILIZATION_OF_MRNA_BY_KSRP	REACTOME_DESTABILIZATION_OF_MRNA_BY_KSRP	0.4254	>=0.20	1	-13.623	0.188	GMPR2 (2.397*,325.0)	TAF2 (2.31*,374.0)	ECE2 (2.28*,397.0)	IFT88 (2.27*,399.0)	INPP5B (1.903,776.0)	PRIM1 (1.85,832.0)	WDR76 (1.673,1104.0)	EMC4 (1.633,1170.0)	THUMPD1 (1.544,1350.0)	PTCH1 (1.479,1491.0)
ENSG00000185236	RAB11B PPI subnetwork	0.4256	>=0.20	1	-11.503	0.188	TMBIM4 (2.731*,298.0)	TSPAN31 (2.458*,402.0)	GMPR2 (2.351*,453.0)	EMC4 (2.003*,693.0)	DOPEY1 (1.691,1069.0)	MARCH3 (1.661,1119.0)	USP35 (1.451,1529.0)	EPS15 (1.369,1694.0)	KLHL28 (1.361,1713.0)	TNRC6A (1.289,1887.0)
MP:0005560	decreased circulating glucose level	0.4257	>=0.20	1	5.622	0.187	ACSL5 (2.665*,248.0)	ZBTB7B (2.261*,439.0)	SERPINA1 (2.042*,604.0)	IHH (1.993,663.0)	SFRP4 (1.953,712.0)	CBLC (1.822,863.0)	MARCH3 (1.815,870.0)	SERPINF1 (1.689,1052.0)	UTS2 (1.609,1199.0)	SCMH1 (1.529,1354.0)
ENSG00000135821	GLUL PPI subnetwork	0.4259	>=0.20	1	-4.439	0.187	BAG3 (3.818*,19.0)	MCL1 (2.991*,83.0)	DUSP1 (2.248*,333.0)	GLT8D2 (2.086*,451.0)	PIP4K2A (2.072*,468.0)	TSPAN31 (1.752,876.0)	SLC24A1 (1.698,976.0)	USP44 (1.526,1351.0)	POLB (1.438,1574.0)	TMBIM4 (1.427,1609.0)
ENSG00000188229	TUBB4B PPI subnetwork	0.4259	>=0.20	1	-1.078	0.187	HIST1H1T (6.907*,38.0)	HIST1H1A (3.148*,105.0)	IKBKAP (1.677,927.0)	COG4 (1.584,1072.0)	ZC3HC1 (1.539,1143.0)	MRPL23 (1.493,1222.0)	KIAA1586 (1.375,1440.0)	EMC4 (1.236,1798.0)	GMPR2 (1.16,2035.0)	ANAPC4 (1.102,2217.0)
MP:0003403	absent placental labyrinth	0.426	>=0.20	1	6.241	0.187	GRAMD2 (3.442*,49.0)	CBLC (3.239*,74.0)	CCDC8 (2.454*,252.0)	ADAMTS17 (2.08*,484.0)	GAB1 (1.761,854.0)	ZBTB7B (1.716,933.0)	HSD11B2 (1.688,995.0)	SERPINA1 (1.514,1300.0)	DLG5 (1.493,1349.0)	CYP1B1 (1.433,1487.0)
GO:0010522	regulation of calcium ion transport into cytosol	0.4261	>=0.20	1	-4.754	0.186	CRIP3 (1.991,656.0)	FAM83E (1.631,1169.0)	IP6K3 (1.519,1398.0)	MATN3 (1.494,1453.0)	SUSD5 (1.367,1752.0)	PDE5A (1.364,1757.0)	SRBD1 (1.166,2360.0)	ADAMTS6 (1.138,2454.0)	HIST1H1A (1.019,2893.0)	KIAA1586 (0.975,3065.0)
MP:0010179	rough coat	0.4261	>=0.20	1	5.899	0.186	GSDMC (2.832*,118.0)	ELN (2.103*,284.0)	FIBIN (1.875,416.0)	MTMR11 (1.788,486.0)	FAM83E (1.773,509.0)	PAM (1.754,534.0)	HSD11B2 (1.72,562.0)	GLT8D2 (1.68,592.0)	CRISPLD2 (1.658,620.0)	KLHL28 (1.657,621.0)
GO:0004709	MAP kinase kinase kinase activity	0.4261	>=0.20	1	11.938	0.186	DOPEY1 (2.986*,66.0)	TNRC6A (2.734*,121.0)	CRIP3 (2.674*,138.0)	CRISPLD2 (2.172*,417.0)	XPC (2.124*,468.0)	DENND2A (1.856,730.0)	MCL1 (1.748,895.0)	CYP1B1 (1.667,1052.0)	SCMH1 (1.547,1328.0)	CNOT4 (1.532,1361.0)
MP:0000889	abnormal cerebellar molecular layer	0.4262	>=0.20	1	4.831	0.186	MEGF8 (2.666*,185.0)	MMP14 (2.541*,230.0)	ARMC5 (2.401*,309.0)	ADAMTS3 (2.319*,345.0)	ROR2 (1.998,624.0)	TTC28 (1.954,684.0)	SLC35E3 (1.922,723.0)	EPS15 (1.735,975.0)	KLHL28 (1.639,1154.0)	KIAA1586 (1.56,1314.0)
ENSG00000170927	PKHD1 PPI subnetwork	0.4265	>=0.20	1	4.346	0.185	SERPINA1 (5.401*,41.0)	MTMR11 (2.842*,202.0)	SERPINF1 (2.592*,265.0)	FGFR4 (1.876,644.0)	UTS2 (1.862,663.0)	GSDMC (1.761,771.0)	POLB (1.728,809.0)	FRZB (1.706,845.0)	IFT88 (1.572,1054.0)	SLC8A3 (1.493,1189.0)
ENSG00000171444	MCC PPI subnetwork	0.4266	>=0.20	1	-14.874	0.185	EMC4 (2.797*,377.0)	PRIM1 (2.12*,873.0)	CECR5 (2.095*,898.0)	BAG3 (2.092*,903.0)	DNMT1 (1.908,1113.0)	MRPL23 (1.889,1140.0)	GMPR2 (1.874,1155.0)	TSEN15 (1.737,1325.0)	WDR76 (1.378,1928.0)	ZNF568 (1.329,2021.0)
MP:0002840	abnormal lens fiber morphology	0.4266	>=0.20	1	0.63	0.185	ZBTB7B (2.433*,228.0)	FAM83E (2.058*,394.0)	CRIP3 (1.605,842.0)	IHH (1.413,1155.0)	ADAMTS17 (1.383,1204.0)	POLB (1.378,1219.0)	SLC24A1 (1.353,1281.0)	MRPL23 (1.292,1418.0)	AAGAB (1.222,1601.0)	MATN3 (1.148,1821.0)
ENSG00000170445	HARS PPI subnetwork	0.4268	>=0.20	1	-10.428	0.185	PHKB (2.872*,97.0)	TSEN15 (2.872*,98.0)	GAB1 (1.965,595.0)	GMPR2 (1.798,835.0)	PIP4K2A (1.722,976.0)	IFT88 (1.59,1237.0)	INPP5B (1.428,1623.0)	MARCH3 (1.301,2000.0)	ANAPC4 (1.245,2171.0)	STC2 (1.22,2248.0)
ENSG00000117450	PRDX1 PPI subnetwork	0.4268	>=0.20	1	-4.057	0.184	BAG3 (3.788*,36.0)	GLT8D2 (2.302*,355.0)	NTAN1 (2.006*,595.0)	PDE5A (1.997,603.0)	MCL1 (1.694,996.0)	COG4 (1.562,1243.0)	FEZ2 (1.541,1292.0)	NPR3 (1.463,1475.0)	LAMB2 (1.352,1751.0)	FIBIN (1.323,1839.0)
ENSG00000121957	GPSM2 PPI subnetwork	0.427	>=0.20	1	4.208	0.184	XPC (2.579*,174.0)	NTAN1 (2.272*,314.0)	PTPN13 (2.164*,402.0)	SETD2 (2.151*,415.0)	LAMB2 (2.133*,431.0)	DLG5 (2.077*,481.0)	AMOTL1 (1.884,699.0)	SLC8A3 (1.785,823.0)	PTH1R (1.762,861.0)	USP35 (1.725,916.0)
GO:0031124	mRNA 3'-end processing	0.427	>=0.20	1	-6.599	0.184	THUMPD1 (3.133*,124.0)	TAF2 (2.764*,240.0)	SRBD1 (2.273*,488.0)	TNRC6A (1.882,874.0)	N4BP2 (1.88,879.0)	ZFAT (1.874,886.0)	ANAPC4 (1.703,1168.0)	XPC (1.693,1188.0)	INPP5B (1.577,1385.0)	MCL1 (1.55,1441.0)
ENSG00000171793	CTPS PPI subnetwork	0.4272	>=0.20	1	-8.555	0.183	ZC3HC1 (2.952*,190.0)	TSEN15 (2.326*,431.0)	BAG3 (2.027*,686.0)	ANAPC4 (1.405,1602.0)	PRIM1 (1.38,1670.0)	FIBIN (1.364,1709.0)	ZNF568 (1.328,1790.0)	MRPL23 (1.29,1891.0)	EPS15 (1.278,1920.0)	IKBKAP (1.187,2190.0)
MP:0003620	oliguria	0.4273	>=0.20	1	0.571	0.183	HSD11B2 (3.233*,74.0)	IQCC (2.61*,215.0)	PIP4K2A (2.516*,256.0)	GLT8D2 (2.221*,420.0)	FAM198A (1.901,747.0)	MEI1 (1.643,1116.0)	CNOT4 (1.572,1258.0)	RHOBTB3 (1.571,1260.0)	FIBIN (1.506,1398.0)	N4BP2 (1.196,2271.0)
ENSG00000172534	HCFC1 PPI subnetwork	0.4276	>=0.20	1	-2.063	0.183	TNRC6A (2.496*,296.0)	TSEN15 (2.119*,561.0)	DUSP1 (1.949,754.0)	INPP5B (1.911,794.0)	ROR2 (1.904,806.0)	THUMPD1 (1.831,904.0)	DNMT1 (1.778,993.0)	GAB1 (1.547,1391.0)	IKBKAP (1.518,1441.0)	CCDC8 (1.504,1472.0)
ENSG00000152700	SAR1B PPI subnetwork	0.4276	>=0.20	1	3.168	0.182	FBN2 (2.431*,412.0)	USP35 (2.325*,447.0)	DOPEY1 (2.201*,483.0)	COG4 (1.809,710.0)	CNOT4 (1.781,742.0)	FAM83E (1.645,875.0)	N4BP2 (1.632,891.0)	TSPAN31 (1.562,986.0)	PTPN13 (1.543,1021.0)	ANAPC4 (1.327,1396.0)
GO:0072283	metanephric renal vesicle morphogenesis	0.4277	>=0.20	1	-2.726	0.182	HSD11B2 (2.418*,387.0)	IFT88 (1.944,814.0)	ROR2 (1.849,924.0)	KIAA1586 (1.635,1284.0)	ADAMTS5 (1.542,1464.0)	TMBIM4 (1.472,1633.0)	HHAT (1.408,1798.0)	PCDHB16 (1.329,1974.0)	AAGAB (1.193,2329.0)	DENND2A (1.148,2477.0)
ENSG00000113758	DBN1 PPI subnetwork	0.4279	>=0.20	1	6.887	0.182	PDE5A (2.387*,342.0)	TNRC6A (2.319*,379.0)	WWC2 (2.23*,424.0)	NPR3 (1.981,616.0)	LAMB2 (1.938,661.0)	GLT8D2 (1.719,955.0)	FIBIN (1.581,1203.0)	AAGAB (1.536,1290.0)	ELN (1.477,1427.0)	FEZ2 (1.454,1491.0)
MP:0003724	increased susceptibility to induced arthritis	0.4283	>=0.20	1	0.118	0.181	MARCH3 (3.068*,165.0)	CYP1B1 (2.869*,228.0)	CRISPLD2 (2.721*,278.0)	MCL1 (2.635*,323.0)	SUSD5 (2.548*,370.0)	SLC39A8 (2.309*,494.0)	ADAMTS3 (2.238*,545.0)	NPR3 (2.011*,745.0)	SNAI1 (1.871,910.0)	SERPINA1 (1.493,1500.0)
ENSG00000124641	MED20 PPI subnetwork	0.4283	>=0.20	1	-0.566	0.181	SCMH1 (3.007*,130.0)	DOPEY1 (2.885*,171.0)	CNOT4 (2.272*,495.0)	ZC3HC1 (2.206*,559.0)	GAB1 (2.097*,636.0)	EMC4 (2.076*,651.0)	TIAM2 (1.893,856.0)	MRPL23 (1.663,1229.0)	TAF2 (1.644,1254.0)	UTS2 (1.619,1306.0)
ENSG00000124795	DEK PPI subnetwork	0.4284	>=0.20	1	-0.388	0.18	HIST1H1T (6.364*,36.0)	HIST1H1A (5.203*,46.0)	THUMPD1 (2.673*,147.0)	SNAI1 (2.564*,176.0)	KIAA1586 (1.657,814.0)	IQCC (1.454,1145.0)	HSD11B2 (1.409,1255.0)	IFT88 (1.338,1430.0)	CECR5 (1.297,1523.0)	UTS2 (1.144,1987.0)
ENSG00000069667	RORA PPI subnetwork	0.4285	>=0.20	1	6.872	0.18	PCDHB16 (2.449*,247.0)	TBX15 (1.807,841.0)	RHOBTB3 (1.763,921.0)	FGFR4 (1.731,957.0)	CNOT4 (1.695,1012.0)	MRPL23 (1.672,1051.0)	UTS2 (1.578,1251.0)	TAF2 (1.525,1357.0)	TNRC6A (1.487,1440.0)	NSD1 (1.467,1484.0)
GO:0034502	protein localization to chromosome	0.4288	>=0.20	1	-1.849	0.179	CRIP3 (2.89*,179.0)	COG4 (2.682*,257.0)	PHKB (2.125*,592.0)	ZC3HC1 (1.974,773.0)	WDR78 (1.816,987.0)	IFT88 (1.738,1110.0)	WDR76 (1.698,1179.0)	USP44 (1.419,1742.0)	TAF2 (1.353,1907.0)	N4BP2 (1.324,1992.0)
ENSG00000141380	SS18 PPI subnetwork	0.4288	>=0.20	1	2.235	0.179	RHOBTB3 (2.628*,245.0)	SETD2 (2.576*,266.0)	DNMT1 (2.194*,478.0)	TSEN15 (2.061*,564.0)	ARMC5 (1.943,674.0)	PTPN13 (1.866,769.0)	TIAM2 (1.844,795.0)	ZFAT (1.717,988.0)	XPC (1.686,1044.0)	SLC24A1 (1.57,1268.0)
ENSG00000118515	SGK1 PPI subnetwork	0.429	>=0.20	1	2.947	0.179	HSD11B2 (2.426*,205.0)	SLC39A8 (1.989,534.0)	N4BP2 (1.815,781.0)	BAG3 (1.802,808.0)	IQCC (1.608,1176.0)	EPS15 (1.504,1400.0)	PIP4K2A (1.414,1653.0)	WDR76 (1.336,1890.0)	IKBKAP (1.314,1938.0)	GRAMD2 (1.275,2090.0)
ENSG00000205572	SERF1B PPI subnetwork	0.4291	>=0.20	1	4.514	0.179	THUMPD1 (3.257*,86.0)	PCDHB16 (2.363*,381.0)	RHOBTB3 (2.22*,490.0)	ARMC5 (2.199*,500.0)	IKBKAP (1.844,836.0)	DOPEY1 (1.504,1441.0)	ANAPC4 (1.232,2155.0)	ECE2 (1.217,2205.0)	ZC3HC1 (1.217,2206.0)	HIST1H1A (1.098,2603.0)
